-13.908,18.46,0.735,11,0.0
-13.653,17.785,245.524,18,0.0
-11.993,13.517,50.727,22,0.0
-14.968,7.885,225.049,23,0.0
-11.665,44.113,233.621,21,0.0
-14.738,6.352,267.012,20,1.0
-13.176,33.288,13.894,17,0.0
-12.067,33.566,9.041,10,0.0
-13.056,29.624,289.67,5,0.0
-13.973,38.929,208.663,28,0.0
-11.903,11.858,111.42,4,0.0
-11.885,29.375,137.795,19,0.0
-12.099,36.813,80.835,15,0.0
-12.81,20.653,94.418,11,0.0
-14.573,9.094,123.648,18,0.0
-14.667,44.194,240.606,22,0.0
-12.681,38.312,227.842,19,0.0
-14.402,16.291,239.425,29,0.0
-14.446,29.552,121.719,18,0.0
-13.055,9.358,56.417,0,0.0
-14.552,25.511,143.506,16,1.0
-12.597,6.514,60.041,10,0.0
-11.428,21.529,3.029,16,0.0
-13.94,6.887,271.798,18,0.0
-13.992,38.533,16.348,9,0.0
-13.306,9.424,238.812,21,0.0
-12.058,28.352,18.773,29,1.0
-12.423,27.31,176.171,7,0.0
-13.942,25.922,211.754,21,0.0
-13.865,13.965,150.071,2,0.0
-12.328,17.922,62.444,4,0.0
-13.804,36.46,214.784,18,0.0
-13.482,13.881,69.265,22,0.0
-11.553,17.996,14.314,7,0.0
-14.937,22.813,134.078,10,0.0
-13.459,18.446,47.215,17,0.0
-14.879,39.644,268.337,6,0.0
-14.065,9.272,248.418,26,0.0
-13.359,26.174,21.232,25,1.0
-11.457,7.596,212.474,13,0.0
-12.545,15.365,151.693,12,0.0
-12.023,7.636,193.086,10,0.0
-11.02,15.016,19.582,28,0.0
-13.008,18.017,239.903,0,0.0
-11.984,32.348,21.833,19,0.0
-14.427,6.749,274.238,8,0.0
-14.241,42.656,32.697,26,1.0
-11.234,8.413,163.738,9,0.0
-12.503,37.264,174.642,9,0.0
-14.988,35.52,277.579,19,0.0
-12.325,12.671,157.492,4,0.0
-11.55,41.717,255.067,19,0.0
-12.782,12.569,159.376,19,0.0
-11.857,25.068,246.688,0,0.0
-13.634,23.393,57.787,21,0.0
-14.888,44.522,258.535,24,1.0
-13.359,28.998,219.834,21,0.0
-14.771,20.185,208.056,5,0.0
-14.94,19.633,156.854,10,1.0
-11.989,26.665,113.8,10,0.0
-14.518,21.991,113.755,27,0.0
-12.015,19.248,190.072,18,0.0
-14.702,8.469,289.356,9,0.0
-11.943,29.591,194.044,26,0.0
-11.682,6.293,198.668,15,0.0
-13.289,12.784,142.168,26,0.0
